,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,source
245244,2wK7y55bzry7tUDmDqYaz7,48,58,247293,1,"['Tyler, The Creator']",['4V8LLVI7PbaPR0K2TGSxFF'],2013-04-01,0.5579999999999999,0.887,1,-8.083,1,0.265,0.132,0.0,0.89,0.537,119.91,4,4
444360,5KbyaL9axdN8x9JAxollOp,Got It All,64,199673,1,"['Professor Green', 'Alice Chater']","['0oJM3iJjMdzgsd4z5VHQvw', '6MwwUAN4kN0umzSH7w6y93']",2019-09-06,0.9,0.5,11,-6.4479999999999995,0,0.068,0.067,0.00115,0.121,0.456,107.98899999999999,4,4
91885,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,87,175721,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2019-10-04,0.598,0.42700000000000005,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,4
93045,1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),83,201600,1,"['Pop Smoke', '50 Cent', 'Roddy Ricch']","['0eDvMgVFoNV3TpwtrVCoTj', '3q7HBObVc0L8jNeTe5Gofh', '757aE44tKEUQEqRuT6GnEB']",2020-07-03,0.49,0.618,1,-5.655,1,0.10400000000000001,0.0221,3.77e-06,0.259,0.28600000000000003,99.7,4,4
92883,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,88,132833,1,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],2020-05-15,0.8320000000000001,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.11599999999999999,93.92399999999999,4,4
305173,3PYx9Wte3jwb48V0wArMOy,Keanu Reeves,70,225920,1,['Logic'],['4xRYI6VqpkE3UwrDrAZL8L'],2019-05-10,0.7120000000000001,0.8909999999999999,2,-6.457000000000001,1,0.24,0.0557,0.0,0.134,0.799,170.13,4,4
92014,07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),80,220487,1,"['Roddy Ricch', 'Mustard']","['757aE44tKEUQEqRuT6GnEB', '0YinUQ50QDB7ZxSCLyQ40k']",2019-12-06,0.831,0.499,11,-8.442,0,0.114,0.26899999999999996,0.0,0.3,0.511,97.956,4,4
86319,04caEZhAsQKnWqKsMwk9ud,My Number,69,238853,0,['Foals'],['6FQqZYVfTNQ1pCqfkwVFEa'],2013-01-31,0.639,0.715,6,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,4,6
78465,5vfjUAhefN7IjHbTvVCT4Z,Holiday,70,233027,0,['Green Day'],['7oPftvlwr6VrsViSDV7fJY'],2005-03-30,0.5379999999999999,0.884,8,-3.2510000000000003,1,0.031,0.000138,0.0,0.466,0.736,146.511,4,6
78610,2ndWbjiiNBEOrlfToKlABE,I Will Follow You into the Dark,65,189400,0,['Death Cab for Cutie'],['0YrtvWJMgSdVrk3SfNjTbx'],2005-08-29,0.581,0.163,5,-14.686,1,0.0447,0.9229999999999999,0.0,0.11800000000000001,0.475,77.748,4,6
93716,6xZ4Q2k2ompmDppyeESIY8,Level of Concern,77,220051,0,['Twenty One Pilots'],['3YQKmKGau1PzlVlkL1iodx'],2020-04-09,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.14400000000000002,0.77,122.012,4,6
186830,0MhwaBVJghoZsEzHbr0qjl,Tighten Up,36,211122,0,['The Black Keys'],['7mnBLXK823vNxN3UWB7Gfz'],2010-05-18,0.491,0.706,1,-6.207000000000001,0,0.0669,0.00118,3.98e-06,0.496,0.573,108.927,4,6
443458,07e14r44g2EeOg9PIFsimm,Norgaard,56,98400,0,['The Vaccines'],['0Ak6DLKHtpR6TEEnmcorKA'],2011-03-14,0.322,0.847,11,-4.716,1,0.0349,4.92e-06,0.0246,0.25,0.86,173.917,4,6
80649,1IFRVS4t1olI0XG9RBWdKH,The Girl,64,360107,0,['City and Colour'],['74gcBzlQza1bSfob90yRhR'],2007,0.40399999999999997,0.542,10,-7.577999999999999,1,0.0349,0.8370000000000001,7.209999999999999e-05,0.13699999999999998,0.183,109.166,4,6
90352,4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,74,243147,0,['Foster The People'],['7gP3bB2nilZXLfPHJhMdvc'],2017-07-21,0.638,0.738,6,-4.976,0,0.0292,0.11699999999999999,0.000384,0.6890000000000001,0.657,97.021,4,6
467583,0PTYTZvNNtlvdOwWRYrbfC,The Sound of Settling,51,132507,0,['Death Cab for Cutie'],['0YrtvWJMgSdVrk3SfNjTbx'],2003,0.423,0.7609999999999999,6,-6.593,1,0.0278,0.0055899999999999995,0.000535,0.215,0.7809999999999999,175.34900000000002,4,6
79634,1aDLUzCyYpRXgrjwUWzV2X,Lazy Eye,66,354360,0,['Silversun Pickups'],['6qyi8X6MdP1lu6B1K6yh3h'],2006-07-25,0.633,0.831,4,-5.053,1,0.0461,0.0401,0.693,0.11699999999999999,0.243,127.397,4,6
70447,6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),77,153467,1,['Green Day'],['7oPftvlwr6VrsViSDV7fJY'],1997-10-14,0.475,0.43200000000000005,7,-7.843999999999999,1,0.0302,0.183,0.0,0.161,0.648,94.605,4,6
470884,0BPKqNWOKQam19tKWoZQwu,Birch Tree,58,261133,0,['Foals'],['6FQqZYVfTNQ1pCqfkwVFEa'],2015-08-28,0.659,0.792,6,-7.101,0,0.0301,0.0186,0.0407,0.102,0.467,108.01100000000001,4,6
92967,02MWAaffLxlfxAUY7c5dvx,Heat Waves,85,238805,0,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],2020-08-06,0.7609999999999999,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,6
492972,5JWPUEov2wlX7c0jhYZpeB,Lost In Yesterday,73,249587,0,['Tame Impala'],['5INjqkS1o8h1imAzPqGZBb'],2020-02-14,0.569,0.84,1,-4.123,1,0.11800000000000001,0.0295,0.000118,0.0995,0.7490000000000001,183.05900000000003,3,6
71450,3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),74,188667,0,['The Offspring'],['5LfGQac0EIXyAN8aUwmNAQ'],1998-11-16,0.723,0.895,11,-3.707,0,0.102,0.08800000000000001,0.0,0.0717,0.963,143.373,4,6
93904,2z0IupRlVRlDN5r2IVqHyN,Shy Away,82,175044,0,['Twenty One Pilots'],['3YQKmKGau1PzlVlkL1iodx'],2021-04-07,0.588,0.856,9,-5.242000000000001,0,0.0316,0.0008179999999999999,0.0739,0.23800000000000002,0.635,96.96600000000001,4,6
